Data,Dia da semana,Mes,Ano,Feriado,Cargo,Regime de trabalho,Salario Base,Salario Bruto,Valor_HE_por_hora,Hora_inicio,Hora_fim,qtd_HE,HE_retorno,Tipo_HE
2016-11-09,Quarta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:00:00,19:30:00,2.5,Receber,Jornada Estendida
2016-11-10,Quinta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-11,Sexta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-12,Sábado,Novembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-13,Domingo,Novembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,13:00:00,17:00:00,4.0,Receber,Folga
2016-11-14,Segunda-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:00:00,20:30:00,3.5,Receber,Jornada Estendida
2016-11-15,Terça-feira,Novembro,2016,Proclamacao da Republica,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,19:30:00,22:00:00,2.5,Receber,Jornada Estendida
2016-11-15,Terça-feira,Novembro,2016,Proclamacao da Republica,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,18:30:00,6.0,Receber,Jornada Estendida
2016-11-16,Quarta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-17,Quinta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2016-11-18,Sexta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-19,Sábado,Novembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-20,Domingo,Novembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-21,Segunda-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-22,Terça-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-23,Quarta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-24,Quinta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2016-11-25,Sexta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,18:00:00,0.5,Receber,Jornada Estendida
2016-11-25,Sexta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2016-11-26,Sábado,Novembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-27,Domingo,Novembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-28,Segunda-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-29,Terça-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-11-30,Quarta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2016-11-30,Quarta-feira,Novembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2016-12-01,Quinta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,18:00:00,0.5,Receber,Jornada Estendida
2016-12-02,Sexta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-03,Sábado,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-04,Domingo,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-05,Segunda-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2016-12-06,Terça-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2016-12-07,Quarta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,21:00:00,3.5,Receber,Jornada Estendida
2016-12-08,Quinta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-09,Sexta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-10,Sábado,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-11,Domingo,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-12,Segunda-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2016-12-12,Segunda-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2016-12-13,Terça-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2016-12-14,Quarta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,18:00:00,0.5,Receber,Jornada Estendida
2016-12-15,Quinta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2016-12-16,Sexta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-17,Sábado,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,14:00:00,18:30:00,4.5,Receber,Folga
2016-12-17,Sábado,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,10:00:00,13:00:00,3.0,Receber,Folga
2016-12-18,Domingo,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,18:00:00,21:30:00,3.5,Receber,Folga
2016-12-18,Domingo,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,14:00:00,14:30:00,0.5,Receber,Folga
2016-12-18,Domingo,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,07:00:00,13:00:00,6.0,Receber,Folga
2016-12-19,Segunda-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,18:30:00,1.0,Receber,Jornada Estendida
2016-12-20,Terça-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2016-12-20,Terça-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,18:30:00,1.0,Receber,Jornada Estendida
2016-12-21,Quarta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2016-12-22,Quinta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,19:00:00,1.5,Receber,Jornada Estendida
2016-12-23,Sexta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,06:00:00,07:30:00,1.5,Receber,Jornada Estendida
2016-12-23,Sexta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:00:00,2.5,Receber,Jornada Estendida
2016-12-24,Sábado,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,09:00:00,15:00:00,6.0,Receber,Folga
2016-12-24,Sábado,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,23:00:00,23:59:59,1.0,Receber,Folga
2016-12-25,Domingo,Dezembro,2016,Natal,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,00:00:00,04:30:00,4.5,Receber,Folga
2016-12-25,Domingo,Dezembro,2016,Natal,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,15:30:00,21:30:00,6.0,Receber,Folga
2016-12-25,Domingo,Dezembro,2016,Natal,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,22:30:00,23:59:59,1.5,Receber,Folga
2016-12-26,Segunda-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,00:00:00,04:00:00,4.0,Receber,Jornada Estendida
2016-12-26,Segunda-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,21:00:00,3.5,Receber,Jornada Estendida
2016-12-27,Terça-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-28,Quarta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2016-12-29,Quinta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2016-12-30,Sexta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2016-12-30,Sexta-feira,Dezembro,2016,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,06:00:00,07:30:00,1.5,Receber,Jornada Estendida
2016-12-31,Sábado,Dezembro,2016,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-01,Domingo,Janeiro,2017,Confraternizacao Universal,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-02,Segunda-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-03,Terça-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2017-01-03,Terça-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,18:30:00,1.0,Receber,Jornada Estendida
2017-01-04,Quarta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-05,Quinta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-06,Sexta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-07,Sábado,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-08,Domingo,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-09,Segunda-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-10,Terça-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-11,Quarta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2017-01-12,Quinta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2017-01-12,Quinta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2017-01-13,Sexta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,21:00:00,3.5,Receber,Jornada Estendida
2017-01-14,Sábado,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,15:30:00,21:30:00,6.0,Receber,Folga
2017-01-14,Sábado,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,08:30:00,14:30:00,6.0,Receber,Folga
2017-01-15,Domingo,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,15:30:00,21:00:00,5.5,Receber,Folga
2017-01-15,Domingo,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,08:30:00,14:30:00,6.0,Receber,Folga
2017-01-16,Segunda-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2017-01-17,Terça-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2017-01-17,Terça-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2017-01-18,Quarta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,19:00:00,1.5,Receber,Jornada Estendida
2017-01-18,Quarta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2017-01-19,Quinta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2017-01-20,Sexta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,19:00:00,1.5,Receber,Jornada Estendida
2017-01-20,Sexta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2017-01-21,Sábado,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,14:00:00,20:00:00,6.0,Receber,Folga
2017-01-21,Sábado,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,07:00:00,13:00:00,6.0,Receber,Folga
2017-01-22,Domingo,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,15:00:00,21:00:00,6.0,Receber,Folga
2017-01-22,Domingo,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,08:00:00,14:00:00,6.0,Receber,Folga
2017-01-23,Segunda-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,19:00:00,1.5,Receber,Jornada Estendida
2017-01-23,Segunda-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2017-01-24,Terça-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-25,Quarta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-26,Quinta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-27,Sexta-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-28,Sábado,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-29,Domingo,Janeiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-30,Segunda-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-01-31,Terça-feira,Janeiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-01,Quarta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-02,Quinta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-03,Sexta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-04,Sábado,Fevereiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-05,Domingo,Fevereiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-06,Segunda-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-07,Terça-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-08,Quarta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-09,Quinta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-10,Sexta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-11,Sábado,Fevereiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-12,Domingo,Fevereiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-13,Segunda-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-14,Terça-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-15,Quarta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-16,Quinta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-17,Sexta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-18,Sábado,Fevereiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-19,Domingo,Fevereiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-20,Segunda-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:00:00,18:00:00,1.0,Receber,Jornada Estendida
2017-02-21,Terça-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-22,Quarta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:00:00,18:00:00,1.0,Receber,Jornada Estendida
2017-02-23,Quinta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:00:00,18:30:00,1.5,Receber,Jornada Estendida
2017-02-23,Quinta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2017-02-24,Sexta-feira,Fevereiro,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,06:00:00,07:30:00,1.5,Receber,Jornada Estendida
2017-02-25,Sábado,Fevereiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-02-26,Domingo,Fevereiro,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,13:00:00,17:00:00,4.0,Receber,Folga
2017-02-27,Segunda-feira,Fevereiro,2017,Carnaval,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,21:00:00,23:30:00,2.5,Receber,Jornada Estendida
2017-02-27,Segunda-feira,Fevereiro,2017,Carnaval,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,14:00:00,20:00:00,6.0,Receber,Jornada Estendida
2017-02-28,Terça-feira,Fevereiro,2017,Quarta-feira de cinzas,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,19:30:00,21:00:00,1.5,Receber,Jornada Estendida
2017-02-28,Terça-feira,Fevereiro,2017,Quarta-feira de cinzas,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,18:30:00,6.0,Receber,Jornada Estendida
2017-03-01,Quarta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:00:00,20:30:00,3.5,Receber,Jornada Estendida
2017-03-01,Quarta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,09:30:00,13:00:00,3.5,Receber,Jornada Estendida
2017-03-02,Quinta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-03,Sexta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-04,Sábado,Março,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-05,Domingo,Março,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-06,Segunda-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:30:00,18:30:00,1.0,Receber,Jornada Estendida
2017-03-06,Segunda-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2017-03-07,Terça-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-08,Quarta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-09,Quinta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-10,Sexta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-11,Sábado,Março,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-12,Domingo,Março,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-13,Segunda-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-14,Terça-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-15,Quarta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-16,Quinta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,17:00:00,18:00:00,1.0,Compensar,Jornada Estendida
2017-03-17,Sexta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-18,Sábado,Março,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-19,Domingo,Março,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-20,Segunda-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-21,Terça-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-22,Quarta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-23,Quinta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-24,Sexta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-25,Sábado,Março,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-26,Domingo,Março,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-27,Segunda-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,12:30:00,13:00:00,0.5,Compensar,Jornada Estendida
2017-03-28,Terça-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-29,Quarta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-30,Quinta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-03-31,Sexta-feira,Março,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-04-01,Sábado,Abril,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-04-02,Domingo,Abril,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-04-03,Segunda-feira,Abril,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-04-04,Terça-feira,Abril,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-04-05,Quarta-feira,Abril,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-04-06,Quinta-feira,Abril,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-04-07,Sexta-feira,Abril,2017,Nao,Eletricista,Trabalho,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
2017-04-08,Sábado,Abril,2017,Nao,Eletricista,Folga,1.722007665,2.2386099645,0.0111930498225,,,0.0,,nan
