Data,Dia da semana,Mes,Ano,Feriado,Cargo,Regime de trabalho,Salario Base,Salario Bruto,Valor_HE_por_hora,Hora_inicio,Hora_fim,qtd_HE,HE_retorno,Tipo_HE
2014-08-04,Segunda-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-05,Terça-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-06,Quarta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-07,Quinta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-08,Sexta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-09,Sábado,Agosto,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,20:00:00,23:30:00,3.5,Receber,Folga
2014-08-10,Domingo,Agosto,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-11,Segunda-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-08-11,Segunda-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,18:30:00,1.5,Receber,Jornada Estendida
2014-08-12,Terça-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,07:00:00,07:30:00,0.5,Receber,Jornada Estendida
2014-08-12,Terça-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,19:00:00,2.0,Receber,Jornada Estendida
2014-08-13,Quarta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-14,Quinta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-15,Sexta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-16,Sábado,Agosto,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-17,Domingo,Agosto,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-18,Segunda-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-19,Terça-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-20,Quarta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-21,Quinta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-22,Sexta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,18:00:00,1.0,Receber,Jornada Estendida
2014-08-23,Sábado,Agosto,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-24,Domingo,Agosto,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-25,Segunda-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,18:00:00,1.0,Receber,Jornada Estendida
2014-08-26,Terça-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-27,Quarta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-28,Quinta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-29,Sexta-feira,Agosto,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-30,Sábado,Agosto,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-08-31,Domingo,Agosto,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-01,Segunda-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,17:30:00,0.5,Receber,Jornada Estendida
2014-09-02,Terça-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-03,Quarta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-04,Quinta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,20:00:00,3.0,Receber,Jornada Estendida
2014-09-05,Sexta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-06,Sábado,Setembro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-07,Domingo,Setembro,2014,Independencia do Brasil,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,11:00:00,13:30:00,2.5,Receber,Folga
2014-09-08,Segunda-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-09,Terça-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-10,Quarta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-11,Quinta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-12,Sexta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,18:30:00,1.5,Receber,Jornada Estendida
2014-09-13,Sábado,Setembro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-14,Domingo,Setembro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-15,Segunda-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-16,Terça-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,18:30:00,1.5,Receber,Jornada Estendida
2014-09-17,Quarta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-18,Quinta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-19,Sexta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-20,Sábado,Setembro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-21,Domingo,Setembro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-22,Segunda-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-23,Terça-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-24,Quarta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-25,Quinta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-26,Sexta-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-27,Sábado,Setembro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-28,Domingo,Setembro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-29,Segunda-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-09-30,Terça-feira,Setembro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-01,Quarta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-02,Quinta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-03,Sexta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-04,Sábado,Outubro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-05,Domingo,Outubro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-06,Segunda-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-07,Terça-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-08,Quarta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-09,Quinta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-10,Sexta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-11,Sábado,Outubro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-12,Domingo,Outubro,2014,Nossa Sr.a Aparecida - Padroeira do Brasil,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-13,Segunda-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-14,Terça-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-15,Quarta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-16,Quinta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-17,Sexta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-18,Sábado,Outubro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-19,Domingo,Outubro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-20,Segunda-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,20:15:00,3.25,Receber,Jornada Estendida
2014-10-21,Terça-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-10-21,Terça-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,18:00:00,1.0,Receber,Jornada Estendida
2014-10-22,Quarta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-23,Quinta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-24,Sexta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-25,Sábado,Outubro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-26,Domingo,Outubro,2014,Nao,Eletricista,Folga,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-27,Segunda-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-28,Terça-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,17:00:00,19:00:00,2.0,Receber,Jornada Estendida
2014-10-29,Quarta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-10-29,Quarta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,18:00:00,19:30:00,1.5,Receber,Jornada Estendida
2014-10-30,Quinta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-10-31,Sexta-feira,Outubro,2014,Nao,Eletricista,Trabalho,1.261224941,1.6395924233,0.0081979621165,,,0.0,,nan
2014-11-01,Sábado,Novembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-02,Domingo,Novembro,2014,Finados,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-03,Segunda-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-04,Terça-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-05,Quarta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-11-05,Quarta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,18:00:00,1.0,Receber,Jornada Estendida
2014-11-06,Quinta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-07,Sexta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-08,Sábado,Novembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-09,Domingo,Novembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-10,Segunda-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-11-10,Segunda-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,20:30:00,3.5,Receber,Jornada Estendida
2014-11-11,Terça-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,21:00:00,4.0,Receber,Jornada Estendida
2014-11-12,Quarta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-11-12,Quarta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,19:30:00,2.5,Receber,Jornada Estendida
2014-11-13,Quinta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,18:30:00,1.5,Receber,Jornada Estendida
2014-11-13,Quinta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-11-14,Sexta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,21:00:00,4.0,Receber,Jornada Estendida
2014-11-14,Sexta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-11-15,Sábado,Novembro,2014,Proclamacao da Republica,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,17:30:00,23:00:00,5.5,Receber,Folga
2014-11-15,Sábado,Novembro,2014,Proclamacao da Republica,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,10:30:00,16:30:00,6.0,Receber,Folga
2014-11-16,Domingo,Novembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-17,Segunda-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-18,Terça-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-11-18,Terça-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,18:30:00,1.5,Receber,Jornada Estendida
2014-11-19,Quarta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,07:00:00,07:30:00,0.5,Receber,Jornada Estendida
2014-11-19,Quarta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,17:30:00,0.5,Receber,Jornada Estendida
2014-11-20,Quinta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,18:00:00,1.0,Receber,Jornada Estendida
2014-11-21,Sexta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,18:30:00,1.5,Receber,Jornada Estendida
2014-11-22,Sábado,Novembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-23,Domingo,Novembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-24,Segunda-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-25,Terça-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-11-26,Quarta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-11-26,Quarta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,19:00:00,2.0,Receber,Jornada Estendida
2014-11-27,Quinta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,18:00:00,1.0,Receber,Jornada Estendida
2014-11-28,Sexta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-11-28,Sexta-feira,Novembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:00:00,19:30:00,2.5,Receber,Jornada Estendida
2014-11-29,Sábado,Novembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,14:00:00,20:00:00,6.0,Compensar,Folga
2014-11-30,Domingo,Novembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,06:30:00,12:30:00,6.0,Receber,Folga
2014-12-01,Segunda-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-12-01,Segunda-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:30:00,18:00:00,0.5,Receber,Jornada Estendida
2014-12-02,Terça-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Compensar,Jornada Estendida
2014-12-02,Terça-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,06:00:00,07:30:00,1.5,Compensar,Jornada Estendida
2014-12-03,Quarta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-04,Quinta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-05,Sexta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-06,Sábado,Dezembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-07,Domingo,Dezembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-08,Segunda-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-09,Terça-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-10,Quarta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-11,Quinta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2014-12-12,Sexta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2014-12-13,Sábado,Dezembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-14,Domingo,Dezembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-15,Segunda-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2014-12-16,Terça-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-17,Quarta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,06:30:00,07:30:00,1.0,Receber,Jornada Estendida
2014-12-18,Quinta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-19,Sexta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:30:00,18:00:00,0.5,Receber,Jornada Estendida
2014-12-19,Sexta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,05:00:00,07:30:00,2.5,Receber,Jornada Estendida
2014-12-20,Sábado,Dezembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-21,Domingo,Dezembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,13:30:00,18:30:00,5.0,Receber,Folga
2014-12-21,Domingo,Dezembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,08:30:00,12:30:00,4.0,Receber,Folga
2014-12-22,Segunda-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-12-22,Segunda-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:30:00,20:00:00,2.5,Receber,Jornada Estendida
2014-12-23,Terça-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2014-12-24,Quarta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-25,Quinta-feira,Dezembro,2014,Natal,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-26,Sexta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-27,Sábado,Dezembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-28,Domingo,Dezembro,2014,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-29,Segunda-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,12:30:00,13:00:00,0.5,Receber,Jornada Estendida
2014-12-29,Segunda-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:30:00,20:30:00,3.0,Receber,Jornada Estendida
2014-12-30,Terça-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2014-12-31,Quarta-feira,Dezembro,2014,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-01,Quinta-feira,Janeiro,2015,Confraternizacao Universal,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-02,Sexta-feira,Janeiro,2015,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-03,Sábado,Janeiro,2015,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-04,Domingo,Janeiro,2015,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-05,Segunda-feira,Janeiro,2015,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,17:30:00,19:30:00,2.0,Receber,Jornada Estendida
2015-01-06,Terça-feira,Janeiro,2015,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-07,Quarta-feira,Janeiro,2015,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-08,Quinta-feira,Janeiro,2015,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-09,Sexta-feira,Janeiro,2015,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-10,Sábado,Janeiro,2015,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-11,Domingo,Janeiro,2015,Nao,Eletricista,Folga,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-12,Segunda-feira,Janeiro,2015,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
2015-01-13,Terça-feira,Janeiro,2015,Nao,Eletricista,Trabalho,1.341185142,1.7435406846000001,0.008717703423,,,0.0,,nan
