Data;Hora Início;Hora Fim;"HE
Receber";"HE
Compensar";Horas;Justificativa;Salario Bruto
05.10.2016;06:30:00;07:30:00;X;;1,00;Manobra João Monlevade;2799,39
07.10.2016;17:00:00;18:00:00;X;;1,00;RC's 07, 06, 08 em Nova;2799,39
07.10.2016;12:30:00;13:00:00;X;;0,50;RC's 07, 06, 08 em Nova;2799,39
19.10.2016;17:00:00;17:30:00;X;;0,50;RC16 Dionísio.;2799,39
20.10.2016;06:30:00;07:30:00;X;;1,00;Manobra São Gonçálo do R;2799,39
29.10.2016;15:00:00;18:00:00;X;;3,00;"RC01, RC07 João
Monlevad";2799,39
30.10.2016;09:00:00;13:00:00;X;;4,00;"RC08, RC07 Bela
Vista/Jo";2799,39
01.11.2016;17:00:00;18:30:00;X;;1,50;RC's 06 em Antonio dos S;3037,35
02.11.2016;07:00:00;11:00:00;X;;4,00;Apoio Itabira;3037,35
02.11.2016;12:00:00;16:30:00;X;;4,50;Apoio Itabira;3037,35
09.11.2016;17:00:00;19:30:00;X;;2,50;Rc's 07 Nova União e Roç;3037,35
13.11.2016;13:00:00;17:00:00;X;;4,00;"RC07, 08, 16 João
Monlev";3037,35
14.11.2016;17:00:00;20:30:00;X;;3,50;"RC07, 08, 16 João
Monlev";3037,35
15.11.2016;19:30:00;22:00:00;X;;2,50;"RC08, 06, 07 São
Gonçálo";3037,35
15.11.2016;12:30:00;18:30:00;X;;6,00;RC08, 06, 07 São;3037,35
;;;;;;Gonçálo;3037,35
17.11.2016;17:30:00;19:30:00;X;;2,00;RC06, RC07 Bom Jesus do;3037,35
24.11.2016;17:30:00;19:30:00;X;;2,00;OSLN Rua Jose Saramago n;3037,35
25.11.2016;17:30:00;18:00:00;X;;0,50;NSRI Inspeção após ch 67;3037,35
25.11.2016;12:30:00;13:00:00;X;;0,50;NSRI Inspeção após ch 67;3037,35
30.11.2016;17:30:00;20:30:00;X;;3,00;RC's 07, 06 Barão de Coc;3037,35
30.11.2016;12:30:00;13:00:00;X;;0,50;RC's 07, 06 Barão de Coc;3037,35
01.12.2016;17:30:00;18:00:00;X;;0,50;RC's 07, 06 Barão de Coc;3037,35
05.12.2016;17:30:00;20:30:00;X;;3,00;"RC08, RC03, RC07 Nova
Un";3037,35
06.12.2016;17:30:00;20:30:00;X;;3,00;RC's 07, 06 Barão de Coc;3037,35
07.12.2016;17:30:00;21:00:00;X;;3,50;RC's 07, 08, 06 Bom Jesu;3037,35
12.12.2016;12:30:00;13:00:00;X;;0,50;RC07 Hotel Tauá;3037,35
12.12.2016;17:30:00;20:30:00;X;;3,00;RC's 07, 08, 30 Região B;3037,35
13.12.2016;17:30:00;19:30:00;X;;2,00;Apoio Guanhães;3037,35
14.12.2016;17:30:00;18:00:00;X;;0,50;Apoio Guanhães;3037,35
15.12.2016;17:30:00;20:30:00;X;;3,00;Apoio Guanhães;3037,35
17.12.2016;14:00:00;18:30:00;X;;4,50;"RC06,07,08 São
Domingos";3037,35
17.12.2016;10:00:00;13:00:00;X;;3,00;"RC06,07,08 São
Domingos";3037,35
18.12.2016;18:00:00;21:30:00;X;;3,50;RC08, 06 Região de Alfié;3037,35
18.12.2016;14:00:00;14:30:00;X;;0,50;NSRI Rio Piracicaba;3037,35
18.12.2016;07:00:00;13:00:00;X;;6,00;NSRI Rio Piracicaba;3037,35
19.12.2016;17:30:00;18:30:00;X;;1,00;RC's 87 Reta da Vargem e;3037,35
20.12.2016;12:30:00;13:00:00;X;;0,50;Leitura Cliente MT, OSVQ;3037,35
20.12.2016;17:30:00;18:30:00;X;;1,00;Leitura Cliente MT, OSVQ;3037,35
21.12.2016;17:30:00;20:30:00;X;;3,00;RC's 06, 07 Antonio dos;3037,35
22.12.2016;17:30:00;19:00:00;X;;1,50;RCs 07, 06 Antonio dos S;3037,35
23.12.2016;06:00:00;07:30:00;X;;1,50;Manobra Religador Deriva;3037,35
23.12.2016;17:30:00;20:00:00;X;;2,50;Manobra Religador Deriva;3037,35
24.12.2016;09:00:00;15:00:00;X;;6,00;RC's 08, 07, 04 Prata /;3037,35
24.12.2016;23:00:00;23:59:59;X;;1,00;RC08 Derivação Juiraçu;3037,35
25.12.2016;00:00:00;04:30:00;X;;4,50;RC03 Meio, RC09 Nova Era;3037,35
25.12.2016;15:30:00;21:30:00;X;;6,00;Emergenciais Santa Bárba;3037,35
25.12.2016;22:30:00;23:59:59;X;;1,50;Emergenciais João Monlev;3037,35
26.12.2016;00:00:00;04:00:00;X;;4,00;Emergenciais João Monlev;3037,35
26.12.2016;17:30:00;21:00:00;X;;3,50;Emergenciais João Monlev;3037,35
29.12.2016;17:30:00;19:30:00;X;;2,00;RC 08, 06 Serrinha - Nov;3037,35
30.12.2016;17:30:00;19:30:00;X;;2,00;OSLI, OSML Treve de Itab;3037,35
30.12.2016;06:00:00;07:30:00;X;;1,50;OSLI, OSML Trevo de Itab;3037,35
03.01.2017;12:30:00;13:00:00;X;;0,50;RC06 Antonio dos;3037,35
;;;;;;Santos,;3037,35
03.01.2017;17:30:00;18:30:00;X;;1,00;RC07 Radar Km 388 (Boa V;3037,35
11.01.2017;17:30:00;20:30:00;X;;3,00;Apoio Barão de Cocais;3037,35
12.01.2017;12:30:00;13:00:00;X;;0,50;Apoio Barão de cocais;3037,35
12.01.2017;17:30:00;20:30:00;X;;3,00;Apoio Barão de cocais;3037,35
13.01.2017;17:30:00;21:00:00;X;;3,50;RCs emergenciais João Mo;3037,35
14.01.2017;15:30:00;21:30:00;X;;6,00;RC's Emergenciais Nova U;3037,35
14.01.2017;08:30:00;14:30:00;X;;6,00;RC's Emergenciais João M;3037,35
15.01.2017;15:30:00;21:00:00;X;;5,50;RCs Emergenciais Rio Pir;3037,35
15.01.2017;08:30:00;14:30:00;X;;6,00;RC's Emergenciais João M;3037,35
16.01.2017;17:30:00;20:30:00;X;;3,00;RCs Emergenciais Rio Pir;3037,35
17.01.2017;17:30:00;20:30:00;X;;3,00;RCs emergenciais Nova Un;3037,35
17.01.2017;12:30:00;13:00:00;X;;0,50;RCs emergenciais Nova Un;3037,35
18.01.2017;17:30:00;19:00:00;X;;1,50;Rcs emergenciais Prata;3037,35
18.01.2017;12:30:00;13:00:00;X;;0,50;RCs emergenciais Prata;3037,35
19.01.2017;12:30:00;13:00:00;X;;0,50;RCs emergenciais Nova Un;3037,35
20.01.2017;17:30:00;19:00:00;X;;1,50;RCs emergenciais Nova Un;3037,35
20.01.2017;12:30:00;13:00:00;X;;0,50;RCs emergenciais Nova Un;3037,35
21.01.2017;14:00:00;20:00:00;X;;6,00;RCs emergenciais Prata;3037,35
21.01.2017;07:00:00;13:00:00;X;;6,00;RCs emergenciais Dionísi;3037,35
22.01.2017;15:00:00;21:00:00;X;;6,00;RCs emergenciais Prata;3037,35
22.01.2017;08:00:00;14:00:00;X;;6,00;Manobra RDR Alfié;3037,35
23.01.2017;17:30:00;19:00:00;X;;1,50;RCs emergenciais Nova Un;3037,35
23.01.2017;12:30:00;13:00:00;X;;0,50;RCs emergenciais Nova Un;3037,35
20.02.2017;17:00:00;18:00:00;X;;1,00;Manobra João Monlevade;3037,35
22.02.2017;17:00:00;18:00:00;X;;1,00;Rc's emergenciais Altami;3037,35
23.02.2017;17:00:00;18:30:00;X;;1,50;Rc's emergenciais Nova U;3037,35
23.02.2017;12:30:00;13:00:00;X;;0,50;Rc's emergenciais Nova U;3037,35
24.02.2017;06:00:00;07:30:00;X;;1,50;Manobra João Monlevade;3037,35
26.02.2017;13:00:00;17:00:00;X;;4,00;RC's Emergenciais Prata;3037,35
27.02.2017;21:00:00;23:30:00;X;;2,50;Rc's emergenciais Prata;3037,35
27.02.2017;14:00:00;20:00:00;X;;6,00;Rc's emergenciais Nova E;3037,35
28.02.2017;19:30:00;21:00:00;X;;1,50;Rc's emergenciais Prata;3037,35
28.02.2017;12:30:00;18:30:00;X;;6,00;Rc's emergenciais Prata;3037,35
01.03.2017;17:00:00;20:30:00;X;;3,50;Rc's emergenciais Dionís;3037,35
01.03.2017;09:30:00;13:00:00;X;;3,50;Rc's emergenciais Dionís;3037,35
06.03.2017;17:30:00;18:30:00;X;;1,00;RC's Emergenciais Região;3037,35
06.03.2017;12:30:00;13:00:00;X;;0,50;RC's Emergenciais Região;3037,35
16.03.2017;17:00:00;18:00:00;;X;1,00;RCs emergenciais Prata;3037,35
27.03.2017;12:30:00;13:00:00;;X;0,50;RC's comerciais Nova Era;3037,35
15.04.2017;11:00:00;14:00:00;X;;3,00;RC01 Vila Santa Rosa - N;3037,35
28.04.2017;17:00:00;18:00:00;X;;1,00;RC's Emergenciais Nova E;3037,35
13.05.2017;19:00:00;22:00:00;X;;3,00;RC08 São Gonçalo do Rio;3037,35
13.05.2017;23:00:00;23:59:59;X;;1,00;RC's 06, 04 e 07 Santa B;3037,35
14.05.2017;00:00:00;03:00:00;X;;3,00;RC's 06, 04 e 07 Santa B;3037,35
14.05.2017;14:00:00;18:00:00;X;;4,00;RC06, RC32, RC07, RC04 J;3037,35
09.08.2017;06:00:00;07:30:00;;X;1,50;Manobra SE João Monlevad;3037,35
22.08.2017;01:00:00;03:00:00;X;;2,00;"RC09 Comunidade Pacas
-";3037,35
13.09.2017;05:30:00;07:30:00;X;;2,00;Manobra emergencial alim;3189,21
18.09.2017;17:30:00;20:00:00;X;;2,50;Apoio em São Gotardo - M;3189,21
18.09.2017;12:30:00;13:00:00;X;;0,50;Apoio em São Gotardo - M;3189,21
19.09.2017;17:30:00;20:00:00;X;;2,50;Apoio em São Gotardo - M;3189,21
19.09.2017;12:30:00;13:00:00;X;;0,50;Apoio em São Gotardo - M;3189,21
20.09.2017;17:30:00;20:00:00;X;;2,50;Apoio em São Gotardo - M;3189,21
20.09.2017;12:30:00;13:00:00;X;;0,50;Apoio em São Gotardo - M;3189,21
21.09.2017;17:30:00;20:30:00;X;;3,00;Apoio em São Gotardo - M;3189,21
21.09.2017;12:30:00;13:00:00;X;;0,50;Apoio em São Gotardo - M;3189,21
22.09.2017;17:30:00;19:30:00;X;;2,00;Apoio em São Gotardo - M;3189,21
22.09.2017;12:30:00;13:00:00;X;;0,50;Apoio em São Gotardo - M;3189,21
23.09.2017;14:00:00;20:00:00;X;;6,00;Apoio em São Gotardo - M;3189,21
23.09.2017;07:00:00;13:00:00;X;;6,00;Apoio em São Gotardo - M;3189,21
24.09.2017;14:00:00;20:00:00;X;;6,00;Apoio em São Gotardo - M;3189,21
24.09.2017;07:00:00;13:00:00;X;;6,00;Apoio em São Gotardo - M;3189,21
25.09.2017;17:30:00;20:00:00;X;;2,50;Apoio em São Gotardo - M;3189,21
25.09.2017;12:30:00;13:00:00;X;;0,50;Apoio em São Gotardo - M;3189,21
26.09.2017;17:30:00;20:00:00;X;;2,50;Apoio em São Gotardo - M;3189,21
26.09.2017;12:30:00;13:00:00;X;;0,50;Apoio em São Gotardo - M;3189,21
27.09.2017;17:30:00;20:00:00;X;;2,50;Apoio em São Gotardo - M;3189,21
28.09.2017;17:30:00;20:00:00;X;;2,50;Apoio em São Gotardo - M;3189,21
23.10.2017;23:00:00;23:59:59;X;;1,00;Manobra Emergencial em J;3189,21
24.10.2017;00:00:00;01:30:00;X;;1,50;Manobra Emergencial em J;3189,21
24.10.2017;17:30:00;18:30:00;X;;1,00;RCs emergenciais Sapé -;3189,21
30.10.2017;12:30:00;13:00:00;X;;0,50;RCs emergenciais Alfié -;3189,21
30.10.2017;17:30:00;19:30:00;X;;2,00;RCs emergenciais Alfié -;3189,21
01.11.2017;17:30:00;21:00:00;X;;3,50;RCs emergenciais Alfié -;3247,57
06.11.2017;12:30:00;13:00:00;X;;0,50;Manobra emergencial Dion;3247,57
06.11.2017;17:30:00;18:30:00;X;;1,00;Manobra emergencial Dion;3247,57
04.12.2017;17:00:00;19:00:00;X;;2,00;RC's Emergenciais Bom Je;3247,57
11.12.2017;17:00:00;18:00:00;X;;1,00;Rc's Emergenciais Dionís;3247,57
12.12.2017;17:00:00;17:30:00;X;;0,50;Rc's Emergenciais Dionís;3247,57
22.12.2017;05:30:00;07:30:00;X;;2,00;RC09 Bela Vista de Minas;3247,57
23.12.2017;23:20:00;23:59:59;X;;0,67;RC09 Nova Era, RC09 Cape;3247,57
24.12.2017;00:00:00;04:00:00;X;;4,00;RC09 Nova Era, RC09 Cape;3247,57
25.12.2017;18:00:00;21:00:00;X;;3,00;RC08 Barro Branco, RC's0;3247,57
30.12.2017;17:00:00;23:59:59;X;;7,00;RC's Emergenciais João M;3247,57
31.12.2017;11:00:00;17:00:00;X;;6,00;Rc's emergenciais Prata;3247,57
31.12.2017;18:00:00;23:59:59;X;;6,00;Rc's emergenciais Prata;3247,57
01.01.2018;14:00:00;20:00:00;X;;6,00;Rc's emergenciais Marlié;3247,57
01.01.2018;21:00:00;23:59:59;X;;3,00;Rc's emergenciais Marlié;3247,57
05.01.2018;12:30:00;13:00:00;X;;0,50;RC09 São José do Goiabal;3247,57
05.01.2018;17:30:00;18:30:00;X;;1,00;Manobra Alfié - São Domi;3247,57
22.02.2018;17:30:00;20:00:00;X;;2,50;RCs Emergenciais Nova Er;3247,57
22.02.2018;12:30:00;13:00:00;X;;0,50;RCs emergenciais Nova Er;3247,57
23.02.2018;17:30:00;20:00:00;X;;2,50;RCs Emergenciais Nova Er;3247,57
23.02.2018;12:30:00;13:00:00;X;;0,50;RCs Emergenciais Nova Er;3247,57
26.02.2018;17:30:00;18:30:00;X;;1,00;RCs emergenciais Nova Er;3247,57
26.02.2018;12:30:00;13:00:00;X;;0,50;RCs emergenciais Nova Er;3247,57
27.02.2018;17:00:00;19:30:00;X;;2,50;RCs emergenciais Nova Er;3247,57
01.03.2018;17:00:00;20:00:00;X;;3,00;Rcs emergenciais São Gon;3247,57
01.03.2018;12:30:00;13:00:00;X;;0,50;RC09 Carapuça - Barão de;3247,57
02.03.2018;17:00:00;20:00:00;X;;3,00;RCs emergenciais Bom Jes;3247,57
05.03.2018;17:00:00;20:30:00;X;;3,50;RCs emergenciais João Mo;3247,57
06.03.2018;17:00:00;18:30:00;X;;1,50;RCs Emergenciais em;3247,57
;;;;;;João;3247,57
07.03.2018;17:00:00;19:30:00;X;;2,50;RCs emergenciais Rio Pir;3247,57
07.03.2018;12:30:00;13:00:00;X;;0,50;RCs emergenciais Rio pir;3247,57
08.03.2018;17:00:00;20:00:00;X;;3,00;RCs emergenciais Rio Pir;3247,57
08.03.2018;12:30:00;13:00:00;X;;0,50;RCs emergenciais Rio Pir;3247,57
09.03.2018;12:30:00;13:00:00;X;;0,50;RCs emergenciais Rio Pir;3247,57
09.03.2018;17:00:00;20:00:00;X;;3,00;RCs emergenciais Rio Pir;3247,57
10.03.2018;07:30:00;13:00:00;X;;5,50;RCs emergenciais São Dom;3247,57
10.03.2018;14:00:00;20:00:00;X;;6,00;RCs emergenciais São Dom;3247,57
11.03.2018;07:00:00;13:00:00;X;;6,00;RCs emergenciais São Dom;3247,57
11.03.2018;14:00:00;20:00:00;X;;6,00;RCs emergenciais São Dom;3247,57
12.03.2018;17:00:00;19:00:00;X;;2,00;RCs emergenciais Rio Pir;3247,57
14.03.2018;17:00:00;18:30:00;X;;1,50;RCs emergenciais Dionísi;3247,57
14.03.2018;12:30:00;13:00:00;X;;0,50;RCs emergenciais Dionísi;3247,57
15.03.2018;17:00:00;19:30:00;X;;2,50;RCs emergenciais Barão d;3247,57
15.03.2018;12:30:00;13:00:00;X;;0,50;Manobra com Gerador em C;3247,57
15.03.2018;07:00:00;07:30:00;X;;0,50;Manobra com Gerador em C;3247,57
17.03.2018;14:30:00;20:30:00;X;;6,00;RCs Emergenciais Rio Pir;3247,57
17.03.2018;08:30:00;13:30:00;X;;5,00;RCs Emergenciais Rio Pir;3247,57
19.03.2018;17:00:00;19:30:00;X;;2,50;RCs Emergenciais Bom Jes;3247,57
19.03.2018;12:30:00;13:00:00;X;;0,50;RCs Emergenciais Bom Jes;3247,57
20.03.2018;17:00:00;20:30:00;X;;3,50;RCs Emergenciais Rio Pir;3247,57
20.03.2018;12:30:00;13:00:00;X;;0,50;RCs Emergenciais Rio Pir;3247,57
22.03.2018;17:00:00;20:00:00;X;;3,00;RCs Emergenciais Bom Jes;3247,57
23.03.2018;17:00:00;20:00:00;X;;3,00;RCs Emergenciais Dionisi;3247,57
04.04.2018;17:00:00;19:00:00;X;;2,00;RC08 João Monlevade;3247,57
04.04.2018;12:30:00;13:00:00;X;;0,50;RC09 Rio Piracicaba;3247,57
05.04.2018;17:00:00;19:30:00;X;;2,50;RCs emergenciais Rio Pir;3247,57
05.04.2018;12:30:00;13:00:00;X;;0,50;RCs emergenciais Rio Pir;3247,57
06.04.2018;12:30:00;13:00:00;X;;0,50;RCs emergenciais Nova Er;3247,57
06.04.2018;17:00:00;19:30:00;X;;2,50;RCs emergenciais Nova Er;3247,57
07.04.2018;10:00:00;13:00:00;X;;3,00;RCs emergenciais Prata;3247,57
07.04.2018;14:00:00;18:30:00;X;;4,50;RCs emergenciais Dionísi;3247,57
08.04.2018;05:30:00;09:00:00;X;;3,50;Manobra em João Monlevad;3247,57
08.04.2018;14:30:00;17:30:00;X;;3,00;Manobra João Monlevade;3247,57
27.04.2018;06:00:00;07:30:00;X;;1,50;Manobra João Monlevade/B;3247,57
27.04.2018;17:00:00;19:30:00;X;;2,50;Manobra João Monlevade/B;3247,57
30.04.2018;06:00:00;07:30:00;X;;1,50;Manobra João Monlevade/B;3247,57
25.05.2018;17:00:00;19:30:00;X;;2,50;RC's Emergenciais em Joã;3247,57
28.05.2018;17:00:00;19:30:00;X;;2,50;RC's Emergenciais em Rio;3247,57
12.10.2018;07:00:00;11:30:00;X;;4,50;Feriado - A pedido do Am;5540,02
12.10.2018;12:30:00;16:00:00;X;;3,50;Feriado - A pedido do Am;5540,02
15.10.2018;16:00:00;19:00:00;X;;3,00;Apoio a Ipatinga e Carat;5540,02
19.10.2018;16:00:00;17:30:00;X;;1,50;Apoio tela de TO a pedid;5540,02
28.10.2018;15:30:00;20:50:00;X;;5,33;1753871 Eleição Segundo;5540,02
29.10.2018;15:30:00;20:00:00;X;;4,50;1753871 A pedido do Amar;5540,02
30.10.2018;15:30:00;19:30:00;X;;4,00;A pedido do Amarildo.;5540,02
31.10.2018;15:30:00;19:30:00;X;;4,00;A pedido do Amarildo.;5540,02
01.11.2018;15:30:00;19:30:00;X;;4,00;A pedido do Amarildo.;5761,62
02.11.2018;13:30:00;19:30:00;X;;6,00;A pedido do Marcio.;5761,62
02.11.2018;07:00:00;13:00:00;X;;6,00;Feriado de Finados.;5761,62
09.11.2018;15:30:00;17:30:00;X;;2,00;A pedido do Marcio, mano;5761,62
15.11.2018;13:30:00;15:30:00;X;;2,00;Feriado Proclamação da R;5761,62
15.11.2018;07:00:00;13:00:00;X;;6,00;Feriado Proclamação da R;5761,62
08.12.2018;12:30:00;15:30:00;X;;3,00;Feriado Municipal de Bel;5761,62
08.12.2018;07:00:00;12:00:00;X;;5,00;Feriado Municipal de Bel;5761,62
09.12.2018;07:00:00;12:30:00;;X;5,50;Hora Extra a pedido do G;5761,62
09.12.2018;13:00:00;15:30:00;;X;2,50;Hora Extra a pedido do G;5761,62
22.12.2018;15:30:00;19:30:00;;X;4,00;Apoio Tela de JM/PR a pe;5761,62
24.12.2018;07:00:00;12:00:00;X;;5,00;Feriado Natal;5761,62
24.12.2018;12:30:00;15:30:00;X;;3,00;Feriado Natal;5761,62
25.12.2018;07:00:00;13:00:00;X;;6,00;Feriado Natal;5761,62
25.12.2018;13:30:00;19:30:00;X;;6,00;Feriado Natal;5761,62
26.12.2018;15:30:00;19:30:00;;X;4,00;Apoio tela de JM a pedid;5761,62
27.12.2018;07:00:00;13:00:00;X;;6,00;Apoio tela de JM a pedid;5761,62
27.12.2018;13:30:00;15:30:00;X;;2,00;Apoio Tela de JM a pedid;5761,62
31.12.2018;07:00:00;12:00:00;X;;5,00;Feriado Ano Novo;5761,62
31.12.2018;12:30:00;15:30:00;X;;3,00;Feriado Ano Novo;5761,62
01.01.2019;07:00:00;12:00:00;X;;5,00;Feriado Ano Novo;5761,62
01.01.2019;12:30:00;15:30:00;X;;3,00;Feriado Ano Novo;5761,62
27.02.2019;15:30:00;19:30:00;X;;4,00;Apoio à tela de Governad;5761,62
02.03.2019;07:00:00;12:00:00;X;;5,00;Apoio à tela de GV e IR;5761,62
02.03.2019;12:30:00;17:00:00;X;;4,50;Apoio à tela de GV e IR;5761,62
06.03.2019;15:30:00;17:30:00;X;;2,00;Apoio manobra de GV a pe;5761,62
14.03.2019;15:30:00;19:30:00;X;;4,00;Apoio tela de Ponte Nova;5761,62
15.05.2019;15:30:00;19:30:00;;X;4,00;Apoio tela de JM a pedid;5761,62
26.09.2019;15:30:00;19:30:00;X;;4,00;Apoio tela de JM/PR a pe;5761,62
04.10.2019;07:00:00;13:00:00;X;;6,00;Apoio tela JM/PR a pedid;5761,62
04.10.2019;13:30:00;15:30:00;X;;2,00;Apoio tela JM/PR a pedid;5761,62
22.10.2019;13:30:00;15:30:00;X;;2,00;Apoio tela de IP/RA a pe;5761,62
22.10.2019;07:00:00;13:00:00;X;;6,00;Apoio tela de IP/RA a pe;5761,62
26.10.2019;15:30:00;19:30:00;X;;4,00;Apoio tela de PA a pedid;5761,62
27.10.2019;15:30:00;19:30:00;X;;4,00;Apoio tela de SG a pedid;5761,62
29.10.2019;13:30:00;19:30:00;X;;6,00;Apoio tela RA a pedido d;5761,62
29.10.2019;07:00:00;13:00:00;X;;6,00;Apoio tela de IP/RA a pe;5761,62
01.11.2019;15:30:00;16:00:00;X;;0,50;Apoio tela de JM/PR a pe;5908,55
06.11.2019;06:00:00;07:00:00;X;;1,00;Apoio tela de JM/PR a pe;5908,55
15.11.2019;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;5908,55
16.11.2019;13:30:00;15:30:00;X;;2,00;Apoio tela JM/PR a pedid;5908,55
16.11.2019;07:00:00;13:00:00;X;;6,00;Apoio tela JM/PR a pedid;5908,55
20.11.2019;15:30:00;19:30:00;X;;4,00;Apoio Tela de GV a pedid;5908,55
24.11.2019;15:30:00;19:30:00;X;;4,00;Apoio tela de JM a pedid;5908,55
25.11.2019;12:30:00;15:30:00;X;;3,00;Apoio tela de JM/PR a pe;5908,55
25.11.2019;07:00:00;12:00:00;X;;5,00;Apoio tela de JM/PR a pe;5908,55
01.12.2019;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;5908,55
05.12.2019;13:30:00;15:30:00;X;;2,00;Apoio tela JM/PR a pedid;5908,55
05.12.2019;07:00:00;13:00:00;X;;6,00;Apoio tela JM/PR a pedid;5908,55
06.12.2019;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;5908,55
06.12.2019;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;5908,55
31.12.2019;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;5908,55
31.12.2019;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;5908,55
01.01.2020;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;5908,55
01.01.2020;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;5908,55
03.01.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;5908,55
04.01.2020;15:30:00;19:30:00;X;;4,00;Apoio tela de JM/PR a pe;5908,55
05.01.2020;15:30:00;19:30:00;X;;4,00;Apoio tela de JM/PR a pe;5908,55
17.01.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;5908,55
18.01.2020;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;5908,55
18.01.2020;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;5908,55
19.01.2020;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;5908,55
19.01.2020;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;5908,55
23.01.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;5908,55
24.01.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;5908,55
25.01.2020;15:30:00;19:30:00;X;;4,00;Apoio tela de JM a pedid;5908,55
26.01.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;5908,55
27.01.2020;06:30:00;12:30:00;X;;6,00;Apoio tela JM/PR a pedid;5908,55
27.01.2020;13:00:00;15:30:00;X;;2,50;Apoio tela JM/PR a pedid;5908,55
23.02.2020;05:30:00;11:00:00;X;;5,50;Apoio tela GV a pedido M;5908,55
23.02.2020;11:30:00;15:30:00;;X;4,00;Apoio tela GV a pedido M;5908,55
25.02.2020;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;5908,55
25.02.2020;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;5908,55
04.03.2020;07:00:00;12:00:00;X;;5,00;Apoio Tela GV a pedido d;5908,55
04.03.2020;12:30:00;15:30:00;X;;3,00;Apoio Tela GV a pedido d;5908,55
05.03.2020;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;5908,55
05.03.2020;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;5908,55
19.04.2020;07:00:00;12:30:00;X;;5,50;Apoio tela IP/RA/PR a pe;5908,55
19.04.2020;13:00:00;15:30:00;X;;2,50;Apoio tela IP/RA/PR a pe;5908,55
08.08.2020;15:30:00;19:30:00;X;;4,00;Apoio tela de GV/AL (Oco;5908,55
22.08.2020;12:00:00;15:30:00;X;;3,50;Apoio tela de FM/PS a pe;5908,55
22.08.2020;05:30:00;11:30:00;X;;6,00;Apoio tela de FM/PS/CR/I;5908,55
23.08.2020;13:30:00;15:30:00;X;;2,00;Apoio tela TB/AX a pedid;5908,55
23.08.2020;07:00:00;13:00:00;X;;6,00;Apoio tela TB/AX a pedid;5908,55
28.08.2020;15:30:00;19:30:00;X;;4,00;Apoio tela de CR/IA a pe;5908,55
09.09.2020;13:30:00;15:30:00;X;;2,00;Apoio tela AF/SJ a pedid;5908,55
09.09.2020;07:00:00;13:00:00;X;;6,00;Apoio tela AF/SJ a pedid;5908,55
10.09.2020;13:30:00;15:30:00;X;;2,00;Apoio tela BD/DV a pedid;5908,55
10.09.2020;07:00:00;13:00:00;X;;6,00;Apoio tela BD/DV a pedid;5908,55
11.09.2020;15:30:00;16:00:00;X;;0,50;Relatório de Incidente d;5908,55
14.09.2020;15:30:00;18:00:00;X;;2,50;Apoio tela IP/RA/PR a pe;5908,55
29.09.2020;15:30:00;19:30:00;X;;4,00;Curso GDIS 1.5 e apoio n;5908,55
06.10.2020;06:30:00;07:00:00;X;;0,50;Apoio tela de GV implant;6026,72
06.10.2020;15:30:00;19:00:00;X;;3,50;Apoio tela de GV implant;6026,72
07.10.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;6026,72
08.10.2020;15:30:00;19:30:00;X;;4,00;Apoio tela TO/RA a pedid;6026,72
09.10.2020;15:30:00;19:30:00;X;;4,00;Apoio tela IP/JM a pedid;6026,72
14.10.2020;15:30:00;19:30:00;X;;4,00;Apoio tela TO/AG/LF/LV a;6026,72
15.10.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;6026,72
16.10.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;6026,72
24.10.2020;15:30:00;19:30:00;X;;4,00;Apoio Ocorrência BCSU e;6026,72
26.10.2020;15:30:00;19:30:00;X;;4,00;Apoio tela JM/PR a pedid;6026,72
31.10.2020;12:30:00;15:30:00;X;;3,00;Apoio tela JM/PR a pedid;6026,72
31.10.2020;07:00:00;12:00:00;X;;5,00;Apoio tela JM/PR a pedid;6026,72
