Data;Nome do Feriado;Feriado;Cargo;Regime de trabalho;Salario Base;Salario Bruto;ValorHE/Hora
25/02/2014;-;Nao;Eletricista;Trabalho;1576,94;2050,02;10,25
26/02/2014;-;Nao;Eletricista;Trabalho;1576,94;2050,02;10,25
27/02/2014;-;Nao;Eletricista;Trabalho;1576,94;2050,02;10,25
28/02/2014;-;Nao;Eletricista;Trabalho;1576,94;2050,02;10,25
01/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
02/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
03/03/2014;Carnaval;Sim;Eletricista;Trabalho;1711,23;2224,6;11,12
04/03/2014;Carnaval;Sim;Eletricista;Trabalho;1711,23;2224,6;11,12
05/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
06/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
07/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
08/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
09/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
10/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
11/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
12/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
13/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
14/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
15/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
16/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
17/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
18/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
19/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
20/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
21/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
22/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
23/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
24/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
25/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
26/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
27/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
28/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
29/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
30/03/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
31/03/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
01/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
02/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
03/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
04/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
05/04/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
06/04/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
07/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
08/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
09/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
10/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
11/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
12/04/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
13/04/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
14/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
15/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
16/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
17/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
18/04/2014;Paixão de Cristo;Sim;Eletricista;Trabalho;1711,23;2224,6;11,12
19/04/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
20/04/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
21/04/2014;Tiradentes;Sim;Eletricista;Trabalho;1711,23;2224,6;11,12
22/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
23/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
24/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
25/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
26/04/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
27/04/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
28/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
29/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
30/04/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
01/05/2014;Dia do Trabalho;Sim;Eletricista;Trabalho;1711,23;2224,6;11,12
02/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
03/05/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
04/05/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
05/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
06/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
07/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
08/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
09/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
10/05/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
11/05/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
12/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
13/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
14/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
15/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
16/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
17/05/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
18/05/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
19/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
20/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
21/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
22/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
23/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
24/05/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
25/05/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
26/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
27/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
28/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
29/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
30/05/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
31/05/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
01/06/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
02/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
03/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
04/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
05/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
06/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
07/06/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
08/06/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
09/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
10/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
11/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
12/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
13/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
14/06/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
15/06/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
16/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
17/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
18/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
19/06/2014;Corpus Christi;Sim;Eletricista;Trabalho;1711,23;2224,6;11,12
20/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
21/06/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
22/06/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
23/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
24/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
25/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
26/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
27/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
28/06/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
29/06/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
30/06/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
01/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
02/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
03/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
04/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
05/07/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
06/07/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
07/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
08/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
09/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
10/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
11/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
12/07/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
13/07/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
14/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
15/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
16/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
17/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
18/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
19/07/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
20/07/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
21/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
22/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
23/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
24/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
25/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
26/07/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
27/07/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
28/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
29/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
30/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
31/07/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
01/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
02/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
03/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
04/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
05/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
06/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
07/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
08/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
09/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
10/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
11/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
12/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
13/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
14/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
15/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
16/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
17/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
18/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
19/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
20/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
21/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
22/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
23/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
24/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
25/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
26/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
27/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
28/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
29/08/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
30/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
31/08/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
01/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
02/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
03/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
04/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
05/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
06/09/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
07/09/2014;Independência do Brasil;Sim;Eletricista;Folga;1711,23;2224,6;11,12
08/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
09/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
10/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
11/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
12/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
13/09/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
14/09/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
15/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
16/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
17/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
18/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
19/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
20/09/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
21/09/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
22/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
23/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
24/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
25/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
26/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
27/09/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
28/09/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
29/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
30/09/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
01/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
02/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
03/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
04/10/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
05/10/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
06/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
07/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
08/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
09/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
10/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
11/10/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
12/10/2014;Nossa Sr.a Aparecida - Padroeira do Brasil;Sim;Eletricista;Folga;1711,23;2224,6;11,12
13/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
14/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
15/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
16/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
17/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
18/10/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
19/10/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
20/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
21/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
22/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
23/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
24/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
25/10/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
26/10/2014;-;Nao;Eletricista;Folga;1711,23;2224,6;11,12
27/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
28/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
29/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
30/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
31/10/2014;-;Nao;Eletricista;Trabalho;1711,23;2224,6;11,12
01/11/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
02/11/2014;Finados;Sim;Eletricista;Folga;1819,72;2365,64;11,83
03/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
04/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
05/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
06/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
07/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
08/11/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
09/11/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
10/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
11/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
12/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
13/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
14/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
15/11/2014;Proclamação da República;Sim;Eletricista;Folga;1819,72;2365,64;11,83
16/11/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
17/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
18/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
19/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
20/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
21/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
22/11/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
23/11/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
24/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
25/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
26/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
27/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
28/11/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
29/11/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
30/11/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
01/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
02/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
03/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
04/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
05/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
06/12/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
07/12/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
08/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
09/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
10/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
11/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
12/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
13/12/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
14/12/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
15/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
16/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
17/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
18/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
19/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
20/12/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
21/12/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
22/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
23/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
24/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
25/12/2014;Natal;Sim;Eletricista;Trabalho;1819,72;2365,64;11,83
26/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
27/12/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
28/12/2014;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
29/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
30/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
31/12/2014;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
01/01/2015;Confraternização Universal;Sim;Eletricista;Trabalho;1819,72;2365,64;11,83
02/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
03/01/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
04/01/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
05/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
06/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
07/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
08/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
09/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
10/01/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
11/01/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
12/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
13/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
14/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
15/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
16/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
17/01/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
18/01/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
19/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
20/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
21/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
22/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
23/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
24/01/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
25/01/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
26/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
27/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
28/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
29/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
30/01/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
31/01/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
01/02/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
02/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
03/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
04/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
05/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
06/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
07/02/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
08/02/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
09/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
10/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
11/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
12/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
13/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
14/02/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
15/02/2015;-;Nao;Eletricista;Folga;1819,72;2365,64;11,83
16/02/2015;Carnaval;Sim;Eletricista;Trabalho;1819,72;2365,64;11,83
17/02/2015;Carnaval;Sim;Eletricista;Trabalho;1819,72;2365,64;11,83
18/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
19/02/2015;-;Nao;Eletricista;Trabalho;1819,72;2365,64;11,83
